ev,av,interaction,grr,pv,tv,pct_grr,ndc,p,o,r
0.3340650533348525,0.17429206784856566,0.1952850695170134,0.42439774168910416,4.687302769706297,4.706476463135361,9.017313589333853,15.57288424528758,10,3,3
